,cd_ibge,estado,ano,vl_arrec
129,42, Santa Catarina,2004,398267629
130,43, Rio Grande do Sul,2004,854514145
131,50, Mato Grosso do Sul,2004,80100697
132,51, Mato Grosso,2004,73879610
133,52, Goiás,2004,179316576
134,53, Distrito Federal,2004,106457122
135,11, Rondônia,2005,42835370
136,12, Acre,2005,21135068
137,13, Amazonas,2005,76893342
138,14, Roraima,2005,6945649
139,15, Pará,2005,198434374
140,16, Amapá,2005,10635269
141,17, Tocantins,2005,37757794
142,21, Maranhão,2005,215750187
143,22, Piauí,2005,124861977
144,23, Ceará,2005,354985924
145,24, Rio Grande do Norte,2005,146004426
146,25, Paraíba,2005,182947763
147,26, Pernambuco,2005,428807815
148,27, Alagoas,2005,114464142
149,28, Sergipe,2005,81695178
150,29, Bahia,2005,656500882
151,31, Minas Gerais,2005,1221689119
152,32, Espírito Santo,2005,191241971
153,33, Rio de Janeiro,2005,1346170930
154,35, São Paulo,2005,3410497235
155,41, Paraná,2005,600342993
156,42, Santa Catarina,2005,443057897
157,43, Rio Grande do Sul,2005,929279345
158,50, Mato Grosso do Sul,2005,90216729
159,51, Mato Grosso,2005,86967192
160,52, Goiás,2005,203731857
161,53, Distrito Federal,2005,117287165
162,11, Rondônia,2006,51881450
163,12, Acre,2006,23805844
164,13, Amazonas,2006,87562141
165,14, Roraima,2006,8694155
166,15, Pará,2006,225398028
167,16, Amapá,2006,12491193
168,17, Tocantins,2006,44090261
169,21, Maranhão,2006,249462972
170,22, Piauí,2006,142471010
171,23, Ceará,2006,407489625
172,24, Rio Grande do Norte,2006,167117038
173,25, Paraíba,2006,209206050
174,26, Pernambuco,2006,481760433
175,27, Alagoas,2006,133896315
176,28, Sergipe,2006,93006520
177,29, Bahia,2006,740831029
178,31, Minas Gerais,2006,1367058686
179,32, Espírito Santo,2006,217541064
180,33, Rio de Janeiro,2006,1464026635
181,35, São Paulo,2006,3721638060
182,41, Paraná,2006,685667592
183,42, Santa Catarina,2006,503217159
184,43, Rio Grande do Sul,2006,1029825866
185,50, Mato Grosso do Sul,2006,103386674
186,51, Mato Grosso,2006,99507666
187,52, Goiás,2006,235574251
188,53, Distrito Federal,2006,128896741
189,11, Rondônia,2007,58935237
190,12, Acre,2007,26544803
191,13, Amazonas,2007,95775807
192,14, Roraima,2007,10429467
193,15, Pará,2007,248327856
194,16, Amapá,2007,13785171
195,17, Tocantins,2007,49295900
196,21, Maranhão,2007,276316882
197,22, Piauí,2007,158489375
198,23, Ceará,2007,447183427
199,24, Rio Grande do Norte,2007,179762656
200,25, Paraíba,2007,226336713
201,26, Pernambuco,2007,526235212
202,27, Alagoas,2007,151735516
203,28, Sergipe,2007,102917684
204,29, Bahia,2007,803462459
205,31, Minas Gerais,2007,1473462527
206,32, Espírito Santo,2007,238472764
207,33, Rio de Janeiro,2007,1550761723
208,35, São Paulo,2007,3940553186
209,41, Paraná,2007,746801578
210,42, Santa Catarina,2007,547591470
211,43, Rio Grande do Sul,2007,1104729428
212,50, Mato Grosso do Sul,2007,113698904
213,51, Mato Grosso,2007,111273201
214,52, Goiás,2007,259701702
215,53, Distrito Federal,2007,138036204
216,11, Rondônia,2008,68120531
217,12, Acre,2008,30483003
218,13, Amazonas,2008,108715536
219,14, Roraima,2008,12159412
220,15, Pará,2008,282521865
221,16, Amapá,2008,16064723
222,17, Tocantins,2008,56356067
223,21, Maranhão,2008,319288629
224,22, Piauí,2008,180473008
225,23, Ceará,2008,505602318
226,24, Rio Grande do Norte,2008,199523026
227,25, Paraíba,2008,250626626
228,26, Pernambuco,2008,595193379
229,27, Alagoas,2008,175872450
230,28, Sergipe,2008,116494192
231,29, Bahia,2008,904070018
232,31, Minas Gerais,2008,1637564280
233,32, Espírito Santo,2008,265523418
234,33, Rio de Janeiro,2008,1698757155
235,35, São Paulo,2008,4360744122
236,41, Paraná,2008,845360023
237,42, Santa Catarina,2008,622581788
238,43, Rio Grande do Sul,2008,1243403717
239,50, Mato Grosso do Sul,2008,130282770
240,51, Mato Grosso,2008,125418659
241,52, Goiás,2008,294715671
242,53, Distrito Federal,2008,159623138
243,11, Rondônia,2009,79514822
244,12, Acre,2009,36063284
245,13, Amazonas,2009,124930790
246,14, Roraima,2009,14296367
247,15, Pará,2009,325317296
248,16, Amapá,2009,19045690
249,17, Tocantins,2009,67568783
250,21, Maranhão,2009,373163286
251,22, Piauí,2009,210481448
252,23, Ceará,2009,579919501
253,24, Rio Grande do Norte,2009,226608596
254,25, Paraíba,2009,285503436
255,26, Pernambuco,2009,674495652
256,27, Alagoas,2009,204829846
257,28, Sergipe,2009,134790700
258,29, Bahia,2009,1020978803
259,31, Minas Gerais,2009,1848776345
260,32, Espírito Santo,2009,295670582
261,33, Rio de Janeiro,2009,1876548260
262,35, São Paulo,2009,4856123590
263,41, Paraná,2009,947746754
264,42, Santa Catarina,2009,706765419
265,43, Rio Grande do Sul,2009,1395593212
266,50, Mato Grosso do Sul,2009,151003277
267,51, Mato Grosso,2009,146528045
268,52, Goiás,2009,341502118
269,53, Distrito Federal,2009,180360514
270,11, Rondônia,2010,90894497
271,12, Acre,2010,41788211
272,13, Amazonas,2010,144495797
273,14, Roraima,2010,16277175
274,15, Pará,2010,370414081
275,16, Amapá,2010,22093027
276,17, Tocantins,2010,78649890
277,21, Maranhão,2010,428599381
278,22, Piauí,2010,237342427
279,23, Ceará,2010,657334484
280,24, Rio Grande do Norte,2010,255849972
281,25, Paraíba,2010,321387244
282,26, Pernambuco,2010,756449347
283,27, Alagoas,2010,236679232
284,28, Sergipe,2010,154504167
285,29, Bahia,2010,1149627227
286,31, Minas Gerais,2010,2080157363
287,32, Espírito Santo,2010,332818777
288,33, Rio de Janeiro,2010,2082287340
289,35, São Paulo,2010,5468680160
290,41, Paraná,2010,1075185546
291,42, Santa Catarina,2010,814173458
292,43, Rio Grande do Sul,2010,1576845262
293,50, Mato Grosso do Sul,2010,173260154
294,51, Mato Grosso,2010,169841844
295,52, Goiás,2010,392852328
296,53, Distrito Federal,2010,207714560
297,11, Rondônia,2011,101254849
298,12, Acre,2011,45946984
299,13, Amazonas,2011,159702518
300,14, Roraima,2011,17906486
301,15, Pará,2011,408649568
302,16, Amapá,2011,24752986
303,17, Tocantins,2011,88110095
304,21, Maranhão,2011,468067647
305,22, Piauí,2011,260853352
306,23, Ceará,2011,720597638
307,24, Rio Grande do Norte,2011,279267792
308,25, Paraíba,2011,349647524
309,26, Pernambuco,2011,821819567
310,27, Alagoas,2011,260723170
311,28, Sergipe,2011,171343444
312,29, Bahia,2011,1256704168
313,31, Minas Gerais,2011,2283573086
314,32, Espírito Santo,2011,363790710
315,33, Rio de Janeiro,2011,2254706960
316,35, São Paulo,2011,5997037783
317,41, Paraná,2011,1182293545
318,42, Santa Catarina,2011,899563757
319,43, Rio Grande do Sul,2011,1731449854
320,50, Mato Grosso do Sul,2011,192713939
321,51, Mato Grosso,2011,190192768
322,52, Goiás,2011,438624776
323,53, Distrito Federal,2011,230316122
324,11, Rondônia,2012,120148934
325,12, Acre,2012,53980404
326,13, Amazonas,2012,187119514
327,14, Roraima,2012,21105126
328,15, Pará,2012,478442062
329,16, Amapá,2012,29052146
330,17, Tocantins,2012,103845282
331,21, Maranhão,2012,551710348
332,22, Piauí,2012,312034636
333,23, Ceará,2012,840263697
334,24, Rio Grande do Norte,2012,322564761
335,25, Paraíba,2012,406648973
336,26, Pernambuco,2012,941192109
337,27, Alagoas,2012,303652651
338,28, Sergipe,2012,200725779
339,29, Bahia,2012,1454739504
340,31, Minas Gerais,2012,2614219262
341,32, Espírito Santo,2012,414210627
342,33, Rio de Janeiro,2012,2507384583
343,35, São Paulo,2012,6710420039
344,41, Paraná,2012,1352931782
345,42, Santa Catarina,2012,1026524108
346,43, Rio Grande do Sul,2012,1956708030
347,50, Mato Grosso do Sul,2012,225374089
348,51, Mato Grosso,2012,225834771
349,52, Goiás,2012,512345317
350,53, Distrito Federal,2012,263858394
351,11, Rondônia,2013,140339675
352,12, Acre,2013,61460663
353,13, Amazonas,2013,215171653
354,14, Roraima,2013,25032924
355,15, Pará,2013,548684871
356,16, Amapá,2013,34181280
357,17, Tocantins,2013,120074671
358,21, Maranhão,2013,631073348
359,22, Piauí,2013,357493409
360,23, Ceará,2013,950745483
361,24, Rio Grande do Norte,2013,362239068
362,25, Paraíba,2013,458501716
363,26, Pernambuco,2013,1053861711
364,27, Alagoas,2013,341511392
365,28, Sergipe,2013,220202783
366,29, Bahia,2013,1612139993
367,31, Minas Gerais,2013,2950612317
368,32, Espírito Santo,2013,466161277
369,33, Rio de Janeiro,2013,2865460340
370,35, São Paulo,2013,7470251594
371,41, Paraná,2013,1522068518
372,42, Santa Catarina,2013,1153888142
373,43, Rio Grande do Sul,2013,2187296794
374,50, Mato Grosso do Sul,2013,258759982
375,51, Mato Grosso,2013,261306638
376,52, Goiás,2013,588692648
377,53, Distrito Federal,2013,283263058
378,11, Rondônia,2014,157175606
379,12, Acre,2014,68201894
380,13, Amazonas,2014,238485445
381,14, Roraima,2014,28512213
382,15, Pará,2014,616820664
383,16, Amapá,2014,38757961
384,17, Tocantins,2014,132998839
385,21, Maranhão,2014,710594143
386,22, Piauí,2014,400292896
387,23, Ceará,2014,1052691684
388,24, Rio Grande do Norte,2014,401527182
389,25, Paraíba,2014,505988960
390,26, Pernambuco,2014,1155482418
391,27, Alagoas,2014,375498908
392,28, Sergipe,2014,247037965
393,29, Bahia,2014,1785985756
394,31, Minas Gerais,2014,3246437782
395,32, Espírito Santo,2014,513289582
396,33, Rio de Janeiro,2014,3107496286
397,35, São Paulo,2014,8156370680
398,41, Paraná,2014,1670156060
399,42, Santa Catarina,2014,1268495241
400,43, Rio Grande do Sul,2014,2398217408
401,50, Mato Grosso do Sul,2014,288384544
402,51, Mato Grosso,2014,295118679
403,52, Goiás,2014,653712109
404,53, Distrito Federal,2014,315779675
405,11, Rondônia,2015,179452460
406,12, Acre,2015,75826515
407,13, Amazonas,2015,268337573
408,14, Roraima,2015,32388140
409,15, Pará,2015,691355612
410,16, Amapá,2015,44602120
411,17, Tocantins,2015,148333625
412,21, Maranhão,2015,791952392
413,22, Piauí,2015,449933212
414,23, Ceará,2015,1161662436
415,24, Rio Grande do Norte,2015,444906020
416,25, Paraíba,2015,557618597
417,26, Pernambuco,2015,1272191664
418,27, Alagoas,2015,416500587
419,28, Sergipe,2015,276253392
420,29, Bahia,2015,1971130398
421,31, Minas Gerais,2015,3558801804
422,32, Espírito Santo,2015,567692843
423,33, Rio de Janeiro,2015,3356938072
424,35, São Paulo,2015,8891978652
425,41, Paraná,2015,1829097841
426,42, Santa Catarina,2015,1399212890
427,43, Rio Grande do Sul,2015,2628139998
428,50, Mato Grosso do Sul,2015,320276095
429,51, Mato Grosso,2015,327668848
430,52, Goiás,2015,722871757
431,53, Distrito Federal,2015,345707673
432,11, Rondônia,2016,213114010
433,12, Acre,2016,90380530
434,13, Amazonas,2016,312369561
435,14, Roraima,2016,38041381
436,15, Pará,2016,800341799
437,16, Amapá,2016,52324181
438,17, Tocantins,2016,171404315
439,21, Maranhão,2016,914793301
440,22, Piauí,2016,529261388
441,23, Ceará,2016,1346742426
442,24, Rio Grande do Norte,2016,518877385
443,25, Paraíba,2016,644395504
444,26, Pernambuco,2016,1461069838
445,27, Alagoas,2016,481788532
446,28, Sergipe,2016,325069357
447,29, Bahia,2016,2304833270
448,31, Minas Gerais,2016,4144538897
449,32, Espírito Santo,2016,662754092
450,33, Rio de Janeiro,2016,3829995344
451,35, São Paulo,2016,10270096998
452,41, Paraná,2016,2122489275
453,42, Santa Catarina,2016,1633695435
454,43, Rio Grande do Sul,2016,3034922696
455,50, Mato Grosso do Sul,2016,374188837
456,51, Mato Grosso,2016,388963928
457,52, Goiás,2016,845268494
458,53, Distrito Federal,2016,403985797
